,season,holiday,weather,temp,humidity,windspeed,count,hour,month,hour_count,wendu,wh
4562,4,0,1,13.12,81,6.0032,4,4,11,低谷,1,2
6079,1,0,1,12.3,42,22.0028,154,13,2,高峰,1,1
6628,1,0,1,22.14,73,19.0012,219,11,3,中高峰,2,1
1658,2,1,1,18.04,67,0.0,27,0,4,低谷,2,2
921,1,0,1,14.76,29,27.9993,95,20,3,中高峰,1,0
4669,4,0,1,22.96,37,7.0015,170,15,11,中高峰,2,1
4983,4,0,1,14.76,46,8.9981,418,17,12,高峰,1,0
6491,1,0,1,22.96,43,32.9975,612,17,3,高峰,2,0
3367,3,0,1,27.88,61,6.0032,32,5,8,低谷,3,2
9505,3,0,1,22.96,52,12.998,192,10,9,正常,2,1
3650,3,0,2,26.24,73,7.0015,87,0,9,低谷,3,2
4985,4,0,1,13.94,46,7.0015,228,19,12,高峰,1,0
6872,2,0,2,26.24,44,19.0012,390,16,4,高峰,3,1
3997,3,0,2,21.32,72,12.998,297,14,9,中高峰,2,0
7965,2,0,2,24.6,88,8.9981,136,6,6,正常,3,2
7907,2,0,1,31.16,35,15.0013,363,20,6,中高峰,4,1
5318,4,0,3,18.86,72,11.0014,131,16,12,高峰,2,1
7511,2,0,1,21.32,48,0.0,178,8,5,高峰,2,1
4119,4,0,2,16.4,76,7.0015,218,16,10,高峰,1,1
8763,3,0,2,32.8,55,8.9981,283,12,8,中高峰,4,1
6607,1,0,2,23.78,32,19.0012,221,14,3,中高峰,3,1
6602,1,0,1,15.58,54,11.0014,281,9,3,中高峰,1,0
3184,3,0,1,36.9,25,19.0012,159,14,8,中高峰,5,1
8177,3,0,2,30.34,51,16.9979,15,2,7,低谷,4,2
8716,3,0,1,36.08,44,31.0009,523,13,8,高峰,5,0
7795,2,0,3,20.5,82,12.998,5,4,6,低谷,2,2
5065,4,0,1,13.12,87,0.0,2,3,12,低谷,1,2
5699,1,0,1,18.04,72,8.9981,188,15,1,中高峰,2,1
174,1,0,1,8.2,44,22.0028,102,13,1,高峰,0,0
751,1,0,1,21.32,27,31.0009,118,16,2,高峰,2,1
6764,1,0,1,18.86,88,6.0032,2,3,3,低谷,2,2
4394,4,0,1,18.04,62,12.998,23,3,10,低谷,2,2
7935,2,0,1,28.7,65,7.0015,41,0,6,低谷,4,2
8866,3,0,2,27.06,89,7.0015,275,19,8,高峰,3,0
1307,1,0,1,17.22,47,32.9975,48,8,3,高峰,2,1
10541,4,0,1,19.68,33,19.0012,285,15,12,中高峰,2,1
7475,2,0,1,21.32,40,22.0028,374,20,5,中高峰,2,0
3200,3,0,3,29.52,66,32.9975,110,6,8,正常,4,2
10839,4,0,2,18.04,94,8.9981,15,1,12,低谷,2,2
3689,3,0,1,31.98,66,19.0012,410,15,9,中高峰,4,0
319,1,0,1,6.56,59,6.0032,92,19,1,高峰,0,0
10377,4,0,1,13.94,53,6.0032,253,19,11,高峰,1,0
5996,1,0,1,9.02,75,6.0032,6,1,2,低谷,0,2
5298,4,0,2,13.94,66,7.0015,175,20,12,中高峰,1,0
9418,3,0,1,25.42,41,11.0014,478,19,9,高峰,3,0
5860,1,0,1,4.92,54,0.0,210,9,1,中高峰,0,0
2406,2,0,1,25.42,83,0.0,6,4,6,低谷,3,2
10070,4,0,2,12.3,56,11.0014,53,23,11,正常,1,1
6588,1,0,1,20.5,31,19.0012,258,19,3,高峰,2,0
4791,4,0,1,20.5,34,16.9979,285,17,11,高峰,2,0
6635,1,0,1,28.7,34,19.9995,734,18,3,高峰,4,0
9942,4,0,2,24.6,60,12.998,353,15,10,中高峰,3,1
1932,2,0,1,22.96,49,19.9995,298,10,5,正常,2,0
2162,2,0,2,22.96,88,0.0,31,0,5,低谷,2,2
9327,3,0,1,21.32,72,7.0015,49,0,9,低谷,2,2
6516,1,0,2,25.42,38,36.9974,590,18,3,高峰,3,0
6847,2,0,1,24.6,20,12.998,316,15,4,中高峰,3,1
2141,2,0,1,20.5,94,11.0014,4,3,5,低谷,2,2
9285,3,0,1,20.5,72,8.9981,180,6,9,正常,2,2
2097,2,0,3,19.68,100,0.0,32,7,5,正常,2,2
4278,4,1,1,18.86,88,0.0,114,7,10,正常,2,2
9283,3,0,1,21.32,68,19.0012,5,4,9,低谷,2,2
7065,2,0,1,20.5,27,26.0027,610,18,4,高峰,2,0
8422,3,0,1,26.24,73,8.9981,512,7,7,正常,3,0
8579,3,0,1,30.34,62,6.0032,366,20,7,中高峰,4,0
6747,1,0,2,17.22,88,7.0015,351,10,3,正常,2,0
9871,4,0,1,22.96,64,19.9995,447,16,10,高峰,2,1
10803,4,0,2,15.58,76,12.998,356,13,12,高峰,1,0
2462,2,0,1,34.44,44,8.9981,207,12,6,中高峰,5,1
4516,4,0,1,13.12,81,12.998,93,6,11,正常,1,2
2312,2,0,1,22.14,60,0.0,28,6,6,正常,2,2
9703,4,1,3,17.22,58,12.998,377,16,10,高峰,2,0
3010,3,0,1,26.24,50,23.9994,486,8,7,高峰,3,0
4366,4,0,2,23.78,88,12.998,47,23,10,正常,3,2
5212,4,0,1,6.56,59,0.0,10,6,12,正常,0,2
1616,2,0,3,15.58,94,15.0013,34,6,4,正常,1,2
8236,3,1,1,36.9,35,0.0,499,13,7,高峰,5,0
3685,3,0,1,30.34,70,11.0014,337,11,9,中高峰,4,0
4837,4,0,1,26.24,44,22.0028,195,15,11,中高峰,3,1
6467,1,0,1,14.76,34,19.0012,446,17,3,高峰,1,0
10570,4,0,2,9.84,60,7.0015,227,20,12,中高峰,0,0
1945,2,0,1,20.5,59,7.0015,119,23,5,正常,2,1
7253,2,0,2,30.34,48,16.9979,204,14,5,中高峰,4,1
4937,4,0,1,11.48,41,11.0014,190,19,11,高峰,0,0
7246,2,0,2,20.5,94,16.9979,169,7,5,正常,2,0
8375,3,0,1,29.52,74,8.9981,649,8,7,高峰,4,0
4647,4,0,1,18.04,62,11.0014,256,17,11,高峰,2,0
1346,2,0,1,12.3,61,6.0032,53,23,4,正常,1,2
1580,2,0,1,29.52,51,26.0027,383,18,4,高峰,4,0
10172,4,0,1,10.66,65,7.0015,131,6,11,正常,0,2
9305,3,0,1,19.68,77,11.0014,6,2,9,低谷,2,2
4856,4,0,2,22.96,64,19.0012,138,10,11,正常,2,1
3875,3,0,1,29.52,51,12.998,184,12,9,中高峰,4,1
10788,4,0,1,14.76,62,12.998,156,22,12,正常,1,1
1533,2,0,2,15.58,82,7.0015,177,18,4,高峰,1,0
6583,1,0,1,18.86,31,19.0012,501,14,3,中高峰,2,0
131,1,0,1,9.02,51,11.0014,172,17,1,高峰,0,0
4727,4,0,2,16.4,87,0.0,11,1,11,低谷,1,2
10175,4,0,1,13.94,53,27.9993,327,9,11,中高峰,1,0
228,1,0,1,6.56,47,11.0014,95,19,1,高峰,0,0
2722,3,0,1,27.88,57,0.0,132,8,7,高峰,3,1
172,1,0,2,8.2,69,26.0027,62,11,1,中高峰,0,0
7061,2,0,1,20.5,31,22.0028,224,14,4,中高峰,2,1
3938,3,0,1,25.42,73,6.0032,8,3,9,低谷,3,2
7121,2,0,2,22.14,56,7.0015,74,2,4,低谷,2,2
6068,1,0,1,9.02,80,8.9981,2,2,2,低谷,0,2
8927,3,0,2,27.06,89,6.0032,618,8,8,高峰,3,0
2221,2,0,3,22.14,88,11.0014,164,11,5,中高峰,2,1
7990,2,0,1,24.6,83,19.9995,505,7,6,正常,3,0
2331,2,0,2,26.24,61,11.0014,96,1,6,低谷,3,2
7943,2,0,1,27.06,74,8.9981,651,8,6,高峰,3,0
2296,2,0,1,28.7,28,19.0012,240,14,6,中高峰,4,1
4361,4,0,3,25.42,83,16.9979,268,18,10,高峰,3,0
6518,1,0,2,24.6,43,26.0027,302,20,3,中高峰,3,0
3455,3,0,2,27.88,83,26.0027,167,21,8,正常,3,1
3391,3,0,1,26.24,61,12.998,25,5,8,低谷,3,2
1750,2,0,1,24.6,33,19.9995,165,20,4,中高峰,3,0
6066,1,0,2,9.84,87,11.0014,26,0,2,低谷,0,2
2132,2,0,1,22.96,78,16.9979,237,18,5,高峰,2,0
10126,4,0,2,10.66,56,19.9995,319,7,11,正常,0,0
891,1,0,1,13.12,36,8.9981,79,14,3,中高峰,1,1
6175,1,0,1,13.12,22,15.0013,140,13,2,高峰,1,1
2844,3,0,1,31.98,62,0.0,101,10,7,正常,4,1
5237,4,0,1,5.74,86,8.9981,235,7,12,正常,0,0
818,1,0,1,22.14,34,15.0013,123,13,2,高峰,2,1
2773,3,1,2,31.16,55,6.0032,349,11,7,中高峰,4,0
4295,4,0,2,22.14,88,0.0,30,0,10,低谷,2,2
7691,2,0,1,27.88,41,6.0032,315,20,5,中高峰,3,1
8615,3,0,2,27.06,78,12.998,681,8,8,高峰,3,0
7478,2,0,1,19.68,48,7.0015,135,23,5,正常,2,2
4482,4,0,1,22.96,60,7.0015,317,19,10,高峰,2,0
9119,3,1,2,28.7,84,7.0015,127,8,9,高峰,4,1
7842,2,0,1,20.5,77,7.0015,5,3,6,低谷,2,2
7534,2,0,1,21.32,68,11.0014,60,7,5,正常,2,2
6211,1,0,1,13.94,53,0.0,5,1,2,低谷,1,2
1869,2,0,1,17.22,58,23.9994,296,19,5,高峰,2,0
3097,3,0,1,28.7,74,8.9981,93,23,7,正常,4,1
176,1,0,1,8.2,32,30.0026,74,15,1,中高峰,0,0
1332,2,0,1,13.12,70,23.9994,173,9,4,中高峰,1,0
2711,3,0,1,28.7,45,12.998,218,21,7,正常,4,2
7317,2,0,1,22.14,94,7.0015,135,6,5,正常,2,2
1746,2,0,1,24.6,46,19.0012,205,16,4,高峰,3,1
8605,3,0,3,27.06,89,16.9979,68,22,7,正常,3,2
594,1,0,1,11.48,81,6.0032,37,22,2,正常,0,2
8039,2,0,1,24.6,69,11.0014,653,8,6,高峰,3,0
1670,2,1,1,21.32,55,19.0012,200,12,4,中高峰,2,0
2425,2,0,1,31.16,75,12.998,116,23,6,正常,4,2
9299,3,0,1,24.6,40,12.998,390,20,9,中高峰,3,0
10870,4,0,1,9.84,87,7.0015,678,8,12,高峰,0,0
9545,4,0,2,22.14,77,7.0015,2,2,10,低谷,2,2
2269,2,0,1,30.34,28,26.0027,165,11,6,中高峰,4,1
4743,4,0,3,14.76,81,15.0013,177,17,11,高峰,1,0
4176,4,0,1,19.68,63,12.998,22,1,10,低谷,2,2
3673,3,0,1,27.06,85,8.9981,123,23,9,正常,3,1
6426,1,0,1,9.84,44,12.998,17,0,3,低谷,0,2
1088,1,0,2,13.12,93,22.0028,62,21,3,正常,1,2
4991,4,0,1,9.84,75,0.0,15,1,12,低谷,0,2
4335,4,0,2,22.96,88,15.0013,55,16,10,高峰,2,1
2166,2,0,3,22.14,94,16.9979,4,4,5,低谷,2,2
6152,1,0,1,6.56,40,35.0008,111,14,2,中高峰,0,0
8187,3,0,1,34.44,32,12.998,257,12,7,中高峰,5,1
6895,2,0,1,20.5,31,7.0015,269,15,4,中高峰,2,1
8617,3,0,1,29.52,66,6.0032,236,10,8,正常,4,1
2073,2,0,3,20.5,88,11.0014,157,7,5,正常,2,0
10226,4,0,1,20.5,48,6.0032,585,12,11,中高峰,2,0
1495,2,0,2,13.94,86,8.9981,1,4,4,低谷,1,2
3094,3,0,1,31.16,58,16.9979,262,20,7,中高峰,4,1
1497,2,0,2,13.94,87,0.0,35,6,4,正常,1,2
9744,4,0,1,22.14,60,19.0012,366,9,10,中高峰,2,0
3963,3,0,1,16.4,71,19.0012,4,4,9,低谷,1,2
9456,3,0,1,23.78,68,8.9981,299,9,9,中高峰,3,0
3741,3,0,3,22.14,88,19.9995,163,20,9,中高峰,2,0
2447,2,0,3,31.16,52,0.0,171,21,6,正常,4,2
7398,2,0,2,25.42,53,19.9995,262,15,5,中高峰,3,1
4466,4,0,1,18.04,94,6.0032,1,3,10,低谷,2,2
9888,4,0,1,19.68,55,16.9979,355,9,10,中高峰,2,0
8838,3,0,1,32.8,52,30.0026,324,15,8,中高峰,4,1
4575,4,0,1,19.68,55,6.0032,498,17,11,高峰,2,0
2346,2,0,1,29.52,51,6.0032,398,16,6,高峰,4,0
8920,3,0,1,27.88,79,16.9979,27,1,8,低谷,3,2
1876,2,0,1,13.94,66,15.0013,5,2,5,低谷,1,2
8878,3,0,1,26.24,65,8.9981,39,7,8,正常,3,2
7038,2,0,3,15.58,46,15.0013,202,15,4,中高峰,1,1
5677,1,0,3,13.94,87,15.0013,134,17,1,高峰,1,0
9114,3,1,1,27.06,89,8.9981,28,3,9,低谷,3,2
3250,3,0,1,28.7,65,15.0013,454,8,8,高峰,4,0
6984,2,0,1,18.04,30,12.998,617,8,4,高峰,2,0
3450,3,0,2,28.7,74,19.0012,281,16,8,高峰,4,0
5868,1,0,2,10.66,44,22.0028,385,17,1,高峰,0,0
4515,4,0,1,13.12,81,12.998,18,5,11,低谷,1,2
3297,3,0,1,28.7,84,12.998,39,7,8,正常,4,2
2641,2,0,1,25.42,83,8.9981,178,23,6,正常,3,2
10062,4,0,1,16.4,40,15.0013,449,15,11,中高峰,1,0
8084,2,0,1,22.14,68,8.9981,17,5,6,低谷,2,2
727,1,0,2,17.22,28,22.0028,134,16,2,高峰,2,0
3353,3,0,1,35.26,39,19.0012,164,15,8,中高峰,5,1
6889,2,0,1,16.4,37,16.9979,351,9,4,中高峰,1,0
2866,3,0,2,29.52,74,16.9979,457,8,7,高峰,4,0
5114,4,0,3,18.86,100,11.0014,1,4,12,低谷,2,2
2555,2,0,1,25.42,46,12.998,193,9,6,中高峰,3,0
10478,4,0,2,17.22,82,11.0014,21,0,12,低谷,2,2
2883,3,0,2,26.24,89,7.0015,53,1,7,低谷,3,2
9913,4,0,2,18.86,67,0.0,228,10,10,正常,2,1
5698,1,0,1,17.22,77,11.0014,156,14,1,中高峰,2,1
8353,3,0,2,27.06,83,12.998,175,10,7,正常,3,1
10527,4,0,1,21.32,55,22.0028,11,1,12,低谷,2,2
10617,4,0,1,16.4,87,0.0,246,19,12,高峰,1,0
7898,2,0,1,31.16,35,0.0,569,11,6,中高峰,4,0
8135,2,0,2,24.6,78,11.0014,673,8,6,高峰,3,0
6289,1,0,1,9.84,70,0.0,41,7,2,正常,0,2
2814,3,0,2,27.88,83,6.0032,6,4,7,低谷,3,2
9474,3,0,2,25.42,94,19.0012,6,3,9,低谷,3,2
638,1,0,3,5.74,86,16.9979,88,19,2,高峰,0,0
6836,2,0,1,13.12,66,6.0032,1,4,4,低谷,1,2
445,1,0,2,9.84,75,0.0,52,15,2,中高峰,0,1
9179,3,0,1,29.52,84,11.0014,412,20,9,中高峰,4,0
7902,2,0,1,34.44,20,19.9995,555,15,6,中高峰,5,0
3923,3,0,1,30.34,58,15.0013,212,12,9,中高峰,4,1
10217,4,0,1,13.94,81,0.0,48,3,11,低谷,1,2
4069,4,0,2,17.22,71,23.9994,180,14,10,中高峰,2,0
5531,1,0,1,13.94,39,19.0012,117,14,1,中高峰,1,1
5539,1,0,1,10.66,60,11.0014,71,22,1,正常,0,2
6414,1,0,1,13.94,42,23.9994,327,12,3,中高峰,1,0
2822,3,0,2,30.34,66,6.0032,152,12,7,中高峰,4,1
1585,2,0,3,23.78,60,0.0,54,23,4,正常,3,2
362,1,0,1,11.48,36,16.9979,91,14,1,中高峰,0,0
6832,2,0,1,16.4,43,8.9981,33,0,4,低谷,1,2
6761,1,0,1,19.68,82,7.0015,23,0,3,低谷,2,2
1848,2,0,2,23.78,60,26.0027,113,22,5,正常,3,2
9646,4,0,1,22.14,83,19.9995,84,7,10,正常,2,2
428,1,0,1,13.12,49,27.9993,59,21,1,正常,1,2
344,1,0,2,13.12,39,16.9979,41,20,1,中高峰,1,1
9168,3,0,1,30.34,70,16.9979,290,9,9,中高峰,4,0
937,1,0,1,9.02,25,8.9981,72,12,3,中高峰,0,1
4977,4,0,1,13.94,49,16.9979,102,11,12,中高峰,1,1
9126,3,1,1,30.34,70,15.0013,449,15,9,中高峰,4,0
200,1,0,1,9.02,35,23.9994,82,15,1,中高峰,0,0
3300,3,0,1,32.8,66,8.9981,266,10,8,正常,4,0
1608,2,0,2,16.4,94,19.9995,54,22,4,正常,1,2
9215,3,0,1,27.06,83,7.0015,719,8,9,高峰,3,0
3198,3,0,2,31.16,52,11.0014,7,4,8,低谷,4,2
6938,2,0,1,17.22,28,16.9979,363,10,4,正常,2,0
2804,3,0,1,32.8,55,11.0014,496,18,7,高峰,4,0
1523,2,0,2,13.12,93,11.0014,54,8,4,高峰,1,1
8140,2,0,1,30.34,58,8.9981,272,13,6,高峰,4,1
1919,2,0,1,19.68,67,8.9981,152,21,5,正常,2,2
941,1,0,1,10.66,23,0.0,71,16,3,高峰,0,1
4615,4,0,1,12.3,56,19.9995,141,9,11,中高峰,1,1
9710,4,1,2,16.4,71,15.0013,69,23,10,正常,1,1
3531,3,0,1,26.24,73,11.0014,14,1,8,低谷,3,2
5691,1,0,2,13.94,87,19.0012,220,7,1,正常,1,0
1486,2,0,1,18.86,59,19.9995,226,19,4,高峰,2,0
10679,4,0,1,13.94,61,26.0027,334,9,12,中高峰,1,0
7657,2,0,1,24.6,46,8.9981,255,10,5,正常,3,1
7974,2,0,3,27.06,89,12.998,116,15,6,中高峰,3,1
6403,1,0,2,15.58,34,12.998,76,1,3,低谷,1,2
9007,3,0,2,34.44,32,30.0026,488,16,8,高峰,5,1
3231,3,0,1,31.16,58,0.0,205,13,8,高峰,4,1
9174,3,0,1,31.98,70,12.998,245,15,9,中高峰,4,1
9847,4,0,1,26.24,41,19.9995,581,16,10,高峰,3,0
8752,3,0,1,28.7,84,8.9981,18,1,8,低谷,4,2
553,1,0,1,10.66,60,15.0013,1,5,2,低谷,0,2
7751,2,0,1,22.14,60,6.0032,140,8,6,高峰,2,1
4752,4,1,1,13.12,57,19.0012,11,2,11,低谷,1,2
5594,1,0,2,13.12,49,7.0015,2,5,1,低谷,1,2
9420,3,0,1,22.96,52,7.0015,296,21,9,正常,2,1
1620,2,0,2,16.4,87,12.998,46,10,4,正常,1,1
9360,3,0,1,24.6,64,6.0032,338,9,9,中高峰,3,0
4809,4,0,1,18.86,40,27.9993,295,11,11,中高峰,2,0
1704,2,0,3,17.22,100,0.0,24,22,4,正常,2,1
7318,2,0,1,22.96,88,0.0,356,7,5,正常,2,0
8964,3,0,1,28.7,61,12.998,315,21,8,正常,4,2
402,1,0,2,9.02,80,11.0014,133,18,1,高峰,0,0
7591,2,0,1,27.88,65,11.0014,374,16,5,高峰,3,1
2013,2,0,1,24.6,43,15.0013,434,19,5,高峰,3,0
3572,3,0,3,31.16,55,16.9979,274,18,8,高峰,4,0
1863,2,0,2,18.86,59,30.0026,143,13,5,高峰,2,1
7454,2,0,3,19.68,82,12.998,55,23,5,正常,2,2
10084,4,0,1,14.76,40,16.9979,222,13,11,高峰,1,1
7119,2,0,2,22.14,56,12.998,124,0,4,低谷,2,2
7203,2,0,3,18.86,51,7.0015,110,12,4,中高峰,2,1
4558,4,0,1,14.76,76,6.0032,31,0,11,低谷,1,2
2732,3,0,1,33.62,30,19.0012,383,18,7,高峰,5,0
2341,2,0,2,26.24,69,7.0015,335,11,6,中高峰,3,0
6831,2,0,1,18.04,35,11.0014,66,23,4,正常,2,2
10835,4,0,2,17.22,94,8.9981,120,21,12,正常,2,2
7123,2,0,2,22.14,52,0.0,12,4,4,低谷,2,2
5886,1,0,1,16.4,58,11.0014,143,11,2,中高峰,1,1
8893,3,0,1,28.7,58,8.9981,181,22,8,正常,4,1
1724,2,0,1,22.96,30,26.0027,277,18,4,高峰,2,0
3171,3,0,1,27.06,74,7.0015,12,1,8,低谷,3,2
1981,2,0,1,24.6,46,15.0013,125,11,5,中高峰,3,1
5506,1,0,2,5.74,43,16.9979,91,13,1,高峰,0,1
4123,4,0,3,16.4,82,0.0,204,20,10,中高峰,1,0
2494,2,0,1,27.88,74,16.9979,275,20,6,中高峰,3,1
7207,2,0,2,17.22,77,15.0013,235,16,4,高峰,2,1
3581,3,0,1,26.24,78,0.0,3,3,8,低谷,3,2
9450,3,0,1,20.5,77,6.0032,7,3,9,低谷,2,2
7440,2,0,2,24.6,83,0.0,325,9,5,中高峰,3,0
9136,3,0,1,27.88,82,8.9981,24,1,9,低谷,3,2
7815,2,0,1,21.32,59,6.0032,49,0,6,低谷,2,2
9403,3,0,2,24.6,69,23.9994,6,4,9,低谷,3,2
276,1,0,1,5.74,59,27.9993,20,23,1,正常,0,2
6370,1,0,3,16.4,58,19.9995,50,16,3,高峰,1,1
9661,4,0,1,18.04,62,8.9981,185,22,10,正常,2,1
7757,2,0,1,27.88,36,22.0028,678,14,6,中高峰,3,0
2587,2,0,1,30.34,28,7.0015,638,17,6,高峰,4,0
397,1,0,2,8.2,86,15.0013,22,13,1,高峰,0,1
8338,3,0,1,31.98,62,11.0014,250,19,7,高峰,4,0
4517,4,0,1,13.94,76,12.998,254,7,11,正常,1,0
6136,1,0,2,5.74,39,26.0027,46,22,2,正常,0,1
4075,4,0,3,14.76,87,7.0015,66,20,10,中高峰,1,1
9969,4,0,1,22.96,83,7.0015,233,18,10,高峰,2,0
10262,4,0,2,21.32,83,19.0012,23,0,11,低谷,2,2
8131,2,0,2,24.6,78,8.9981,10,4,6,低谷,3,2
8420,3,0,1,25.42,73,7.0015,44,5,7,低谷,3,2
4803,4,0,1,13.94,61,11.0014,5,5,11,低谷,1,2
7793,2,0,3,21.32,72,19.9995,8,2,6,低谷,2,2
1126,1,0,2,14.76,50,23.9994,89,14,3,中高峰,1,1
2206,2,0,3,22.96,88,8.9981,213,20,5,中高峰,2,0
3698,3,1,2,28.7,74,15.0013,97,0,9,低谷,4,2
6542,1,0,1,15.58,32,23.9994,159,20,3,中高峰,1,0
10042,4,0,1,14.76,50,11.0014,239,19,11,高峰,1,0
5889,1,0,1,25.42,33,15.0013,192,14,2,中高峰,3,1
5456,1,1,1,10.66,35,32.9975,175,11,1,中高峰,0,0
6168,1,0,1,4.1,54,15.0013,72,6,2,正常,0,2
9282,3,0,1,21.32,68,19.0012,12,3,9,低谷,2,2
3535,3,0,1,26.24,73,0.0,28,5,8,低谷,3,2
3516,3,0,1,28.7,58,26.0027,111,10,8,正常,4,1
5245,4,0,2,13.12,57,7.0015,132,15,12,中高峰,1,1
38,1,0,3,13.94,81,11.0014,74,15,1,中高峰,1,0
3849,3,0,1,27.06,74,0.0,227,9,9,中高峰,3,1
164,1,0,3,7.38,55,11.0014,7,3,1,低谷,0,2
6996,2,0,1,20.5,36,30.0026,276,20,4,中高峰,2,0
6227,1,0,1,17.22,38,12.998,487,17,2,高峰,2,0
2150,2,0,1,27.06,54,6.0032,209,12,5,中高峰,3,1
5239,4,0,2,7.38,74,6.0032,220,9,12,中高峰,0,0
3825,3,0,1,26.24,78,19.9995,207,9,9,中高峰,3,1
9247,3,0,3,22.96,88,12.998,114,16,9,高峰,2,0
682,1,0,1,11.48,28,0.0,174,18,2,高峰,0,0
5762,1,0,2,5.74,50,19.0012,8,6,1,正常,0,2
2327,2,0,2,27.06,47,7.0015,185,21,6,正常,3,1
3482,3,0,3,24.6,88,6.0032,25,0,8,低谷,3,2
7167,2,0,1,27.06,54,12.998,43,0,4,低谷,3,2
8469,3,0,2,26.24,78,6.0032,35,6,7,正常,3,2
5997,1,0,1,9.02,75,0.0,3,2,2,低谷,0,2
8312,3,0,1,39.36,26,8.9981,279,17,7,高峰,5,0
8405,3,0,1,32.8,41,15.0013,241,14,7,中高峰,4,1
178,1,0,1,6.56,37,36.9974,69,17,1,高峰,0,0
2363,2,0,1,28.7,58,11.0014,188,9,6,中高峰,4,0
2885,3,0,1,26.24,89,8.9981,30,3,7,低谷,3,2
4240,4,0,1,25.42,50,8.9981,393,17,10,高峰,3,0
570,1,0,1,10.66,60,0.0,62,22,2,正常,0,1
2349,2,0,1,27.88,65,11.0014,357,19,6,高峰,3,0
4671,4,0,1,20.5,45,11.0014,528,17,11,高峰,2,0
2592,2,0,1,25.42,50,7.0015,175,22,6,正常,3,2
6597,1,0,1,13.94,61,12.998,3,4,3,低谷,1,2
8650,3,0,1,32.8,63,11.0014,607,19,8,高峰,4,0
9747,4,0,1,22.14,56,15.0013,390,12,10,中高峰,2,1
8511,3,0,3,29.52,79,7.0015,43,0,7,低谷,4,2
6402,1,0,2,16.4,30,23.9994,72,0,3,低谷,1,2
9529,4,0,1,22.14,56,0.0,179,10,10,正常,2,1
9561,4,0,3,25.42,94,6.0032,687,18,10,高峰,3,0
988,1,0,2,18.86,63,19.9995,205,15,3,中高峰,2,0
6887,2,0,1,13.94,49,12.998,354,7,4,正常,1,0
6203,1,0,1,17.22,38,23.9994,523,17,2,高峰,2,0
2756,3,0,3,32.8,49,56.9969,181,18,7,高峰,4,0
1481,2,0,1,22.96,43,6.0032,157,14,4,中高峰,2,1
7323,2,0,3,25.42,78,23.9994,171,12,5,中高峰,3,1
2225,2,0,1,22.96,78,11.0014,188,15,5,中高峰,2,1
9141,3,0,2,27.88,89,7.0015,172,6,9,正常,3,2
2223,2,0,3,23.78,64,16.9979,183,13,5,高峰,3,1
9419,3,0,1,24.6,43,6.0032,330,20,9,中高峰,3,1
6770,1,0,1,20.5,72,11.0014,331,9,3,中高峰,2,0
8076,2,0,2,26.24,50,15.0013,290,21,6,正常,3,1
4391,4,0,1,18.86,55,7.0015,106,0,10,低谷,2,2
8944,3,0,1,28.7,61,0.0,37,1,8,低谷,4,2
6991,2,0,1,23.78,28,36.9974,255,15,4,中高峰,3,1
6506,1,0,1,18.04,77,26.0027,585,8,3,高峰,2,0
8966,3,0,1,27.88,65,7.0015,138,23,8,正常,3,2
9746,4,0,1,22.14,52,12.998,291,11,10,中高峰,2,1
7251,2,0,2,28.7,58,15.0013,269,12,5,中高峰,4,1
8201,3,0,1,29.52,58,0.0,10,2,7,低谷,4,2
7626,2,0,1,24.6,73,16.9979,3,3,5,低谷,3,2
5773,1,0,1,9.02,25,16.9979,146,17,1,高峰,0,0
1892,2,0,1,22.96,26,19.0012,520,18,5,高峰,2,0
830,1,0,1,18.04,72,15.0013,8,1,2,低谷,2,2
10590,4,0,1,14.76,76,8.9981,375,16,12,高峰,1,1
10213,4,0,1,14.76,71,7.0015,146,23,11,正常,1,1
551,1,0,1,10.66,60,6.0032,13,3,2,低谷,0,2
8751,3,0,1,28.7,84,12.998,47,0,8,低谷,4,2
3695,3,0,1,29.52,74,16.9979,207,21,9,正常,4,1
10715,4,0,2,12.3,52,16.9979,202,21,12,正常,1,2
7360,2,0,2,22.14,83,15.0013,121,1,5,低谷,2,2
111,1,0,1,9.02,47,11.0014,89,20,1,中高峰,0,0
8267,3,0,2,35.26,41,15.0013,321,20,7,中高峰,5,0
3935,3,0,1,26.24,69,8.9981,37,0,9,低谷,3,2
6083,1,0,1,13.94,34,8.9981,399,17,2,高峰,1,0
2644,2,0,1,24.6,88,0.0,53,2,6,低谷,3,2
9281,3,0,1,22.14,60,23.9994,17,2,9,低谷,2,2
4592,4,0,2,17.22,71,22.0028,134,10,11,正常,2,1
7606,2,0,1,22.96,83,0.0,440,7,5,正常,2,0
1127,1,0,2,13.94,53,16.9979,85,15,3,中高峰,1,1
2211,2,0,1,20.5,94,0.0,6,1,5,低谷,2,2
8677,3,0,1,31.16,70,16.9979,202,22,8,正常,4,2
8057,2,0,1,23.78,53,0.0,67,2,6,低谷,3,2
53,1,0,1,5.74,50,19.0012,154,8,1,高峰,0,0
764,1,0,1,8.2,32,22.0028,30,6,2,正常,0,2
2803,3,0,1,33.62,46,7.0015,545,17,7,高峰,5,0
9983,4,0,2,14.76,56,7.0015,680,8,11,高峰,1,0
8897,3,0,1,26.24,69,7.0015,9,2,8,低谷,3,2
354,1,0,2,10.66,56,11.0014,1,6,1,正常,0,2
4073,4,0,3,15.58,87,15.0013,140,18,10,高峰,1,0
